Company,Best_Model,1_Day_Forecast,3_Day_Forecast,5_Day_Forecast
AAPL,ARMA,116.45593381851015,116.3954081787346,116.3349139959484
AMZN,ARMA,160.68821149260302,160.61231420533971,160.5364527663702
GOOG,SARIMA,77.02852966026484,77.19150176120286,77.55355248897206
TSLA,SARIMA,143.85945643109167,149.35578018646368,147.59650396990733
MSFT,ARMA,215.87772435755974,215.81189825046025,215.74609221526205
