Company,1 Day Forecast,3 Day Forecast,5 Day Forecast
AAPL,132.8404497120585,132.80505057276807,132.79997314912
MSFT,222.1203208544436,222.19229175634388,222.20385378046413
GOOG,87.42221405627821,87.46311766181549,87.46936907100483
TSLA,235.17853698596758,235.1862098359201,235.186579425524
AMZN,162.92328815592904,162.90590455526626,162.89847594557637
