Company,ARMA_RMSE,ARIMA_RMSE,SARIMA_RMSE,Best_Model
AAPL,8.841963333643447,723.3169475753632,10.905604251255461,ARMA
AMZN,3.9061375117675317,913.5680356204032,23.010568371817527,ARMA
GOOG,10.446023641056351,348.2549894256758,5.189806845072849,SARIMA
TSLA,52.89888633147411,1260.9415871608592,32.146837326853266,SARIMA
MSFT,5.773540186034973,920.6008714043197,12.03141555320211,ARMA
